SCHOOL_YEAR,DISTRICT_CODE,DISTRICT_NAME,SCHOOL_CODE,SCHOOL_NAME,Revenues/Expenditures,Description,REV_EXP_VALUE,Dollars per FTE
2015-16,761,Atlanta Public Schools,303,Bolton Academy,K-12 Expenditures,Maintenance and Operations,137463,258.39
2015-16,761,Atlanta Public Schools,303,Bolton Academy,K-12 Expenditures,Media,90591.47,170.28
2015-16,761,Atlanta Public Schools,303,Bolton Academy,K-12 Expenditures,Pupil Services,43525.49,81.81
2015-16,761,Atlanta Public Schools,303,Bolton Academy,K-12 Expenditures,Renovation and Capital Projects,0,0
2015-16,761,Atlanta Public Schools,303,Bolton Academy,K-12 Expenditures,School Administration,346210.93,650.77
2015-16,761,Atlanta Public Schools,303,Bolton Academy,K-12 Expenditures,School food Services,0,0
2015-16,761,Atlanta Public Schools,303,Bolton Academy,K-12 Expenditures,Transportation,0,0
2015-16,761,Atlanta Public Schools,315,Booker T. Washington High School,K-12 Expenditures,Debt Services,0,0
2015-16,761,Atlanta Public Schools,315,Booker T. Washington High School,K-12 Expenditures,General Administration,0,0
2015-16,761,Atlanta Public Schools,315,Booker T. Washington High School,K-12 Expenditures,Instruction,5108042.95,6353.29
2015-16,761,Atlanta Public Schools,315,Booker T. Washington High School,K-12 Expenditures,Instructional Support,112870.07,140.39
2015-16,761,Atlanta Public Schools,315,Booker T. Washington High School,K-12 Expenditures,Maintenance and Operations,0,0
2015-16,761,Atlanta Public Schools,315,Booker T. Washington High School,K-12 Expenditures,Media,102470.49,127.45
2015-16,761,Atlanta Public Schools,315,Booker T. Washington High School,K-12 Expenditures,Pupil Services,163544.67,203.41
2015-16,761,Atlanta Public Schools,315,Booker T. Washington High School,K-12 Expenditures,Renovation and Capital Projects,0,0
2015-16,761,Atlanta Public Schools,315,Booker T. Washington High School,K-12 Expenditures,School Administration,980982.08,1220.13
2015-16,761,Atlanta Public Schools,315,Booker T. Washington High School,K-12 Expenditures,School food Services,0,0
2015-16,761,Atlanta Public Schools,315,Booker T. Washington High School,K-12 Expenditures,Transportation,0,0
2015-16,761,Atlanta Public Schools,1053,Boyd Elementary School,K-12 Expenditures,Debt Services,0,0
2015-16,761,Atlanta Public Schools,1053,Boyd Elementary School,K-12 Expenditures,General Administration,0,0
2015-16,761,Atlanta Public Schools,1053,Boyd Elementary School,K-12 Expenditures,Instruction,2941801.42,6206.33
2015-16,761,Atlanta Public Schools,1053,Boyd Elementary School,K-12 Expenditures,Instructional Support,1750,3.69
2015-16,761,Atlanta Public Schools,1053,Boyd Elementary School,K-12 Expenditures,Maintenance and Operations,79210.21,167.11
2015-16,761,Atlanta Public Schools,1053,Boyd Elementary School,K-12 Expenditures,Media,105701.52,223
2015-16,761,Atlanta Public Schools,1053,Boyd Elementary School,K-12 Expenditures,Pupil Services,99108.04,209.09
2015-16,761,Atlanta Public Schools,1053,Boyd Elementary School,K-12 Expenditures,Renovation and Capital Projects,0,0
2015-16,761,Atlanta Public Schools,1053,Boyd Elementary School,K-12 Expenditures,School Administration,368376.82,777.17
2015-16,761,Atlanta Public Schools,1053,Boyd Elementary School,K-12 Expenditures,School food Services,0,0
2015-16,761,Atlanta Public Schools,1053,Boyd Elementary School,K-12 Expenditures,Transportation,966,2.04
2015-16,761,Atlanta Public Schools,2053,Brandon Elementary School,K-12 Expenditures,Debt Services,0,0
2015-16,761,Atlanta Public Schools,2053,Brandon Elementary School,K-12 Expenditures,General Administration,0,0
2015-16,761,Atlanta Public Schools,2053,Brandon Elementary School,K-12 Expenditures,Instruction,6772988.32,6413.81
2015-16,761,Atlanta Public Schools,2053,Brandon Elementary School,K-12 Expenditures,Instructional Support,21687.87,20.54
2015-16,761,Atlanta Public Schools,2053,Brandon Elementary School,K-12 Expenditures,Maintenance and Operations,149846.8,141.9
2015-16,761,Atlanta Public Schools,2053,Brandon Elementary School,K-12 Expenditures,Media,172567.2,163.42
2015-16,761,Atlanta Public Schools,2053,Brandon Elementary School,K-12 Expenditures,Pupil Services,254345.05,240.86
2015-16,761,Atlanta Public Schools,2053,Brandon Elementary School,K-12 Expenditures,Renovation and Capital Projects,0,0
2015-16,761,Atlanta Public Schools,2053,Brandon Elementary School,K-12 Expenditures,School Administration,665118.48,629.85
2015-16,761,Atlanta Public Schools,2053,Brandon Elementary School,K-12 Expenditures,School food Services,0,0
2015-16,761,Atlanta Public Schools,2053,Brandon Elementary School,K-12 Expenditures,Transportation,0,0
2015-16,761,Atlanta Public Schools,100,Brown Middle School,K-12 Expenditures,Debt Services,0,0
2015-16,761,Atlanta Public Schools,100,Brown Middle School,K-12 Expenditures,General Administration,0,0
2015-16,761,Atlanta Public Schools,100,Brown Middle School,K-12 Expenditures,Instruction,3696335.3,6883.31
2015-16,761,Atlanta Public Schools,100,Brown Middle School,K-12 Expenditures,Instructional Support,1155.25,2.15
2015-16,761,Atlanta Public Schools,100,Brown Middle School,K-12 Expenditures,Maintenance and Operations,112338.45,209.2
2015-16,761,Atlanta Public Schools,100,Brown Middle School,K-12 Expenditures,Media,107530.06,200.24
2015-16,761,Atlanta Public Schools,100,Brown Middle School,K-12 Expenditures,Pupil Services,168765.32,314.27
2015-16,761,Atlanta Public Schools,100,Brown Middle School,K-12 Expenditures,Renovation and Capital Projects,0,0
2015-16,761,Atlanta Public Schools,100,Brown Middle School,K-12 Expenditures,School Administration,594242.15,1106.6
2015-16,761,Atlanta Public Schools,100,Brown Middle School,K-12 Expenditures,School food Services,0,0
2015-16,761,Atlanta Public Schools,100,Brown Middle School,K-12 Expenditures,Transportation,0,0
2015-16,761,Atlanta Public Schools,180,Bunche Middle School,K-12 Expenditures,Debt Services,0,0
2015-16,761,Atlanta Public Schools,180,Bunche Middle School,K-12 Expenditures,General Administration,0,0
2015-16,761,Atlanta Public Schools,180,Bunche Middle School,K-12 Expenditures,Instruction,4812507.97,6315.63
2015-16,761,Atlanta Public Schools,180,Bunche Middle School,K-12 Expenditures,Instructional Support,77083.17,101.16
2015-16,761,Atlanta Public Schools,180,Bunche Middle School,K-12 Expenditures,Maintenance and Operations,268431,352.27
2015-16,761,Atlanta Public Schools,180,Bunche Middle School,K-12 Expenditures,Media,85745.14,112.53
2015-16,761,Atlanta Public Schools,180,Bunche Middle School,K-12 Expenditures,Pupil Services,214647.67,281.69
2015-16,761,Atlanta Public Schools,180,Bunche Middle School,K-12 Expenditures,Renovation and Capital Projects,0,0
2015-16,761,Atlanta Public Schools,180,Bunche Middle School,K-12 Expenditures,School Administration,570029.25,748.07
2015-16,761,Atlanta Public Schools,180,Bunche Middle School,K-12 Expenditures,School food Services,0,0
2015-16,761,Atlanta Public Schools,180,Bunche Middle School,K-12 Expenditures,Transportation,0,0
2015-16,761,Atlanta Public Schools,305,Burgess-Peterson Elementary School,K-12 Expenditures,Debt Services,0,0
2015-16,761,Atlanta Public Schools,305,Burgess-Peterson Elementary School,K-12 Expenditures,General Administration,0,0
2015-16,761,Atlanta Public Schools,305,Burgess-Peterson Elementary School,K-12 Expenditures,Instruction,3165251.46,10446.37
2015-16,761,Atlanta Public Schools,305,Burgess-Peterson Elementary School,K-12 Expenditures,Instructional Support,114804.51,378.89
2015-16,761,Atlanta Public Schools,305,Burgess-Peterson Elementary School,K-12 Expenditures,Maintenance and Operations,161.6,0.53
2015-16,761,Atlanta Public Schools,305,Burgess-Peterson Elementary School,K-12 Expenditures,Media,101756.49,335.83
2015-16,761,Atlanta Public Schools,305,Burgess-Peterson Elementary School,K-12 Expenditures,Pupil Services,129812.7,428.42
2015-16,761,Atlanta Public Schools,305,Burgess-Peterson Elementary School,K-12 Expenditures,Renovation and Capital Projects,0,0
2015-16,761,Atlanta Public Schools,305,Burgess-Peterson Elementary School,K-12 Expenditures,School Administration,359375.95,1186.06
2015-16,761,Atlanta Public Schools,305,Burgess-Peterson Elementary School,K-12 Expenditures,School food Services,0,0
2015-16,761,Atlanta Public Schools,305,Burgess-Peterson Elementary School,K-12 Expenditures,Transportation,0,0
2015-16,761,Atlanta Public Schools,196,Cascade Elementary School,K-12 Expenditures,Debt Services,0,0
2015-16,761,Atlanta Public Schools,196,Cascade Elementary School,K-12 Expenditures,General Administration,0,0
2015-16,761,Atlanta Public Schools,196,Cascade Elementary School,K-12 Expenditures,Instruction,3623967.33,8369.44
2015-16,761,Atlanta Public Schools,196,Cascade Elementary School,K-12 Expenditures,Instructional Support,17102.55,39.5
2015-16,761,Atlanta Public Schools,196,Cascade Elementary School,K-12 Expenditures,Maintenance and Operations,182508.77,421.5
2015-16,761,Atlanta Public Schools,196,Cascade Elementary School,K-12 Expenditures,Media,99412.48,229.59
2015-16,761,Atlanta Public Schools,196,Cascade Elementary School,K-12 Expenditures,Pupil Services,42743.41,98.71
2015-16,761,Atlanta Public Schools,196,Cascade Elementary School,K-12 Expenditures,Renovation and Capital Projects,0,0
2015-16,761,Atlanta Public Schools,196,Cascade Elementary School,K-12 Expenditures,School Administration,389503.01,899.55
2015-16,761,Atlanta Public Schools,196,Cascade Elementary School,K-12 Expenditures,School food Services,0,0
2015-16,761,Atlanta Public Schools,196,Cascade Elementary School,K-12 Expenditures,Transportation,0,0
2015-16,761,Atlanta Public Schools,199,Centennial Place Elementary School,K-12 Expenditures,Debt Services,0,0
2015-16,761,Atlanta Public Schools,199,Centennial Place Elementary School,K-12 Expenditures,General Administration,0,0
2015-16,761,Atlanta Public Schools,199,Centennial Place Elementary School,K-12 Expenditures,Instruction,9152179.4,12122.09
2015-16,761,Atlanta Public Schools,199,Centennial Place Elementary School,K-12 Expenditures,Instructional Support,0,0
2015-16,761,Atlanta Public Schools,199,Centennial Place Elementary School,K-12 Expenditures,Maintenance and Operations,219264.51,290.42
2015-16,761,Atlanta Public Schools,199,Centennial Place Elementary School,K-12 Expenditures,Media,1391.99,1.84
2015-16,761,Atlanta Public Schools,199,Centennial Place Elementary School,K-12 Expenditures,Pupil Services,0,0
2015-16,761,Atlanta Public Schools,199,Centennial Place Elementary School,K-12 Expenditures,Renovation and Capital Projects,0,0
2015-16,761,Atlanta Public Schools,199,Centennial Place Elementary School,K-12 Expenditures,School Administration,0,0
2015-16,761,Atlanta Public Schools,199,Centennial Place Elementary School,K-12 Expenditures,School food Services,0,0
2015-16,761,Atlanta Public Schools,199,Centennial Place Elementary School,K-12 Expenditures,Transportation,0,0
2015-16,761,Atlanta Public Schools,515,Charles Drew Charter School JA/SA,K-12 Expenditures,Debt Services,0,0
2015-16,761,Atlanta Public Schools,515,Charles Drew Charter School JA/SA,K-12 Expenditures,General Administration,0,0
2015-16,761,Atlanta Public Schools,515,Charles Drew Charter School JA/SA,K-12 Expenditures,Instruction,0,0
2015-16,761,Atlanta Public Schools,515,Charles Drew Charter School JA/SA,K-12 Expenditures,Instructional Support,0,0
2015-16,761,Atlanta Public Schools,515,Charles Drew Charter School JA/SA,K-12 Expenditures,Maintenance and Operations,0,0
2015-16,761,Atlanta Public Schools,515,Charles Drew Charter School JA/SA,K-12 Expenditures,Media,0,0
2015-16,761,Atlanta Public Schools,515,Charles Drew Charter School JA/SA,K-12 Expenditures,Pupil Services,0,0
2015-16,761,Atlanta Public Schools,515,Charles Drew Charter School JA/SA,K-12 Expenditures,Renovation and Capital Projects,0,0
2015-16,761,Atlanta Public Schools,515,Charles Drew Charter School JA/SA,K-12 Expenditures,School Administration,0,0
2015-16,761,Atlanta Public Schools,515,Charles Drew Charter School JA/SA,K-12 Expenditures,School food Services,0,0
2015-16,761,Atlanta Public Schools,515,Charles Drew Charter School JA/SA,K-12 Expenditures,Transportation,0,0
2015-16,761,Atlanta Public Schools,201,Charles R. Drew Charter School,K-12 Expenditures,Debt Services,0,0
2015-16,761,Atlanta Public Schools,201,Charles R. Drew Charter School,K-12 Expenditures,General Administration,0,0
2015-16,761,Atlanta Public Schools,201,Charles R. Drew Charter School,K-12 Expenditures,Instruction,20449258.2,21941.26
2015-16,761,Atlanta Public Schools,201,Charles R. Drew Charter School,K-12 Expenditures,Instructional Support,0,0
2015-16,761,Atlanta Public Schools,201,Charles R. Drew Charter School,K-12 Expenditures,Maintenance and Operations,149994,160.94
2015-16,761,Atlanta Public Schools,201,Charles R. Drew Charter School,K-12 Expenditures,Media,0,0
2015-16,761,Atlanta Public Schools,201,Charles R. Drew Charter School,K-12 Expenditures,Pupil Services,0,0
2015-16,761,Atlanta Public Schools,201,Charles R. Drew Charter School,K-12 Expenditures,Renovation and Capital Projects,0,0
2015-16,761,Atlanta Public Schools,201,Charles R. Drew Charter School,K-12 Expenditures,School Administration,0,0
2015-16,761,Atlanta Public Schools,201,Charles R. Drew Charter School,K-12 Expenditures,School food Services,0,0
2015-16,761,Atlanta Public Schools,201,Charles R. Drew Charter School,K-12 Expenditures,Transportation,0,0
2015-16,761,Atlanta Public Schools,4056,Cleveland Elementary School,K-12 Expenditures,Debt Services,0,0
2015-16,761,Atlanta Public Schools,4056,Cleveland Elementary School,K-12 Expenditures,General Administration,0,0
2015-16,761,Atlanta Public Schools,4056,Cleveland Elementary School,K-12 Expenditures,Instruction,2875361.99,8874.57
2015-16,761,Atlanta Public Schools,4056,Cleveland Elementary School,K-12 Expenditures,Instructional Support,4146.41,12.8
2015-16,761,Atlanta Public Schools,4056,Cleveland Elementary School,K-12 Expenditures,Maintenance and Operations,174723.3,539.27
2015-16,761,Atlanta Public Schools,4056,Cleveland Elementary School,K-12 Expenditures,Media,127572.62,393.74
2015-16,761,Atlanta Public Schools,4056,Cleveland Elementary School,K-12 Expenditures,Pupil Services,142932.8,441.15
2015-16,761,Atlanta Public Schools,4056,Cleveland Elementary School,K-12 Expenditures,Renovation and Capital Projects,0,0
2015-16,761,Atlanta Public Schools,4056,Cleveland Elementary School,K-12 Expenditures,School Administration,334436.61,1032.21
2015-16,761,Atlanta Public Schools,4056,Cleveland Elementary School,K-12 Expenditures,School food Services,0,0
2015-16,761,Atlanta Public Schools,4056,Cleveland Elementary School,K-12 Expenditures,Transportation,0,0
2015-16,761,Atlanta Public Schools,2057,Connally Elementary School,K-12 Expenditures,Debt Services,0,0
2015-16,761,Atlanta Public Schools,2057,Connally Elementary School,K-12 Expenditures,General Administration,0,0
2015-16,761,Atlanta Public Schools,2057,Connally Elementary School,K-12 Expenditures,Instruction,2842084.96,8310.19
2015-16,761,Atlanta Public Schools,2057,Connally Elementary School,K-12 Expenditures,Instructional Support,848.4,2.48
2015-16,761,Atlanta Public Schools,2057,Connally Elementary School,K-12 Expenditures,Maintenance and Operations,157855.16,461.56
2015-16,761,Atlanta Public Schools,2057,Connally Elementary School,K-12 Expenditures,Media,93300.82,272.81
2015-16,761,Atlanta Public Schools,2057,Connally Elementary School,K-12 Expenditures,Pupil Services,147539.32,431.4
2015-16,761,Atlanta Public Schools,2057,Connally Elementary School,K-12 Expenditures,Renovation and Capital Projects,0,0
2015-16,761,Atlanta Public Schools,2057,Connally Elementary School,K-12 Expenditures,School Administration,360966.23,1055.46
