Agency ID - NCES Assigned [Public School] Latest available year,School Name,State Name [Public School] Latest available year,Urban-centric Locale [Public School] 2017-18,"Total Students, All Grades (Excludes AE) [Public School] 2017-18",Free Lunch Eligible [Public School] 2017-18,Direct Certification [Public School] 2017-18,Reduced-price Lunch Eligible Students [Public School] 2017-18,Free and Reduced Lunch Students [Public School] 2017-18,Grades 1-8 Students [Public School] 2017-18,Grades 9-12 Students [Public School] 2017-18,School ID - NCES Assigned [Public School] Latest available year,Title I School Status [Public School] 2017-18,National School Lunch Program [Public School] 2017-18,Highest Grade Offered [Public School] 2018-19,Lowest Grade Offered [Public School] 2018-19,School Name [Public School] 2018-19,County Name [Public School] 2018-19,County Number [Public School] 2018-19,Location ZIP [Public School] 2018-19,Location City [Public School] 2018-19,Two or More Races Students [Public School] 2018-19,Total Race/Ethnicity [Public School] 2018-19,Hawaiian Nat./Pacific Isl. Students [Public School] 2018-19,White Students [Public School] 2018-19,Black Students [Public School] 2018-19,Hispanic Students [Public School] 2018-19,Asian or Asian/Pacific Islander Students [Public School] 2018-19,American Indian/Alaska Native Students [Public School] 2018-19
1300120,ATLANTA CLASSICAL ACADEMY,GEORGIA,11-City: Large,624,32,32,0,32,435,133,130012000000,6-Not a Title I school,Yes participating without using any Provision or the CEO,12th Grade,Kindergarten,Atlanta Classical Academy,Fulton County,13121,30305,Atlanta,18,667,0,476,88,70,14,1
1300221,ATLANTA HEIGHTS CHARTER SCHOOL,Georgia,11-City: Large,749,645,3,46,691,657,NA,130022000000,5-Title I schoolwide school,Yes participating without using any Provision or the CEO,8th Grade,Kindergarten,Atlanta Heights Charter School,Fulton County,13121,30331,Atlanta,3,759,1,2,719,31,1,2
1300120,ATLANTA NEIGHBORHOOD CHARTER - ELEMENTARY,Georgia,11-City: Large,403,32,27,5,37,339,NA,130012000000,6-Not a Title I school,Yes participating without using any Provision or the CEO,5th Grade,Kindergarten,Atlanta Neighborhood Charter - Elementary,Fulton County,13121,30315,Atlanta,39,396,0,282,57,15,3,0
1300120,ATLANTA NEIGHBORHOOD CHARTER - MIDDLE,Georgia,11-City: Large,234,38,26,6,44,234,NA,130012000000,6-Not a Title I school,Yes participating without using any Provision or the CEO,8th Grade,6th Grade,Atlanta Neighborhood Charter - Middle,Fulton County,13121,30316,Atlanta,16,232,1,143,57,14,1,0
1300026,ATLANTA YOUTH DETENTION CENTER,Georgia,21-Suburb: Large,58,.,3,.,3,6,52,130003000000,5-Title I schoolwide school,No,11th Grade,8th Grade,Atlanta Youth Detention Center,Fulton County,13121,30349,College Park,0,27,0,3,24,0,0,0
1300290,AUBURN ELEMENTARY SCHOOL,Georgia,41-Rural: Fringe,760,450,270,88,538,579,NA,130029000000,5-Title I schoolwide school,Yes participating without using any Provision or the CEO,5th Grade,Prekindergarten,Auburn Elementary School,Barrow County,13013,30011,Auburn,54,690,0,422,41,127,46,0
1300026,AUGUSTA REGIONAL YOUTH DETENTION CENTER,Georgia,12-City: Mid-size,4,NA,NA,NA,NA,1,3,130003000000,5-Title I schoolwide school,No,11th Grade,6th Grade,Augusta Regional Youth Detention Center,Richmond County,13245,30906,Augusta,0,11,0,0,10,1,0,0
1300026,AUGUSTA YOUTH DEVELOPMENT CAMPUS,Georgia,12-City: Mid-size,61,.,3,.,3,2,59,130003000000,5-Title I schoolwide school,No,12th Grade,7th Grade,Augusta Youth Development Campus,Richmond County,13245,30906,Augusta,0,65,0,20,43,2,0,0
1301290,AUSTELL ELEMENTARY SCHOOL,Georgia,21-Suburb: Large,494,360,160,47,407,414,NA,130129000000,5-Title I schoolwide school,Yes participating without using any Provision or the CEO,5th Grade,Prekindergarten,Austell Elementary School,Cobb County,13067,30106,Austell,29,469,0,50,280,107,3,0
1301740,AUSTIN ELEMENTARY SCHOOL,Georgia,21-Suburb: Large,642,16,6,0,16,516,NA,130174000000,6-Not a Title I school,Yes participating without using any Provision or the CEO,5th Grade,Prekindergarten,Austin Elementary School,DeKalb County,13089,30338,Dunwoody,27,690,0,420,14,39,188,2
1302820,AUSTIN ROAD ELEMENTARY SCHOOL,Georgia,41-Rural: Fringe,355,222,157,44,266,314,NA,130282000000,5-Title I schoolwide school,Yes participating without using any Provision or the CEO,5th Grade,Prekindergarten,Austin Road Elementary School,Henry County,13151,30281,Stockbridge,16,361,0,53,243,42,6,1
1302820,AUSTIN ROAD MIDDLE SCHOOL,Georgia,41-Rural: Fringe,608,344,212,73,417,608,NA,130282000000,5-Title I schoolwide school,Yes participating without using any Provision or the CEO,8th Grade,6th Grade,Austin Road Middle School,Henry County,13151,30281,Stockbridge,12,651,0,54,519,60,6,0
1302280,AUTREY MILL MIDDLE SCHOOL,Georgia,21-Suburb: Large,1448,98,32,48,146,1448,NA,130228000000,6-Not a Title I school,Yes participating without using any Provision or the CEO,8th Grade,6th Grade,Autrey Mill Middle School,Fulton County,13121,30022,Alpharetta,48,1424,1,675,152,127,420,1
1301110,AVERY ELEMENTARY SCHOOL,Georgia,21-Suburb: Large,1024,175,92,11,186,856,NA,130111000000,6-Not a Title I school,Yes participating without using any Provision or the CEO,5th Grade,Prekindergarten,Avery Elementary School,Cherokee County,13057,30115,Canton,47,1058,1,863,36,102,8,1
1301740,AVONDALE ELEMENTARY SCHOOL,Georgia,21-Suburb: Large,503,503,316,0,503,400,NA,130174000000,5-Title I schoolwide school,Yes under Community Eligibility Option (CEO),5th Grade,Prekindergarten,Avondale Elementary School,DeKalb County,13089,30002,Avondale Estates,11,431,0,27,352,10,31,0
1301290,AWTREY MIDDLE SCHOOL,Georgia,21-Suburb: Large,816,225,75,66,291,816,NA,130129000000,6-Not a Title I school,Yes participating without using any Provision or the CEO,8th Grade,6th Grade,Awtrey Middle School,Cobb County,13067,30144,Kennesaw,46,793,0,315,255,131,44,2
1302520,AZ KELSEY ACADEMY,Georgia,21-Suburb: Large,46,34,15,2,36,NA,46,130252000000,5-Title I schoolwide school,Yes participating without using any Provision or the CEO,12th Grade,9th Grade,AZ Kelsey Academy,Spalding County,13255,30223,Griffin,2,36,0,5,27,2,0,0
1300120,B.E.S.T ACADEMY,Georgia,11-City: Large,393,393,232,0,393,157,236,130012000000,5-Title I schoolwide school,Yes under Community Eligibility Option (CEO),12th Grade,6th Grade,B.E.S.T Academy,Fulton County,13121,30318,Atlanta,0,326,0,0,315,11,0,0
1301230,BABB MIDDLE SCHOOL,Georgia,21-Suburb: Large,933,928,429,0,928,933,NA,130123000000,5-Title I schoolwide school,Yes under Community Eligibility Option (CEO),8th Grade,6th Grade,Babb Middle School,Clayton County,13063,30297,Forest Park,15,1027,0,34,395,493,83,7
1300150,BACON COUNTY ELEMENTARY SCHOOL,Georgia,33-Town: Remote,481,416,196,0,416,481,NA,130015000000,5-Title I schoolwide school,Yes under Community Eligibility Option (CEO),5th Grade,3rd Grade,Bacon County Elementary School,Bacon County,13005,31510,Alma,26,495,0,284,108,75,2,0
1300150,BACON COUNTY HIGH SCHOOL,Georgia,41-Rural: Fringe,577,284,184,45,329,NA,577,130015000000,6-Not a Title I school,Yes participating without using any Provision or the CEO,12th Grade,9th Grade,Bacon County High School,Bacon County,13005,31510,Alma,16,591,0,397,103,72,3,0
1300150,BACON COUNTY MIDDLE SCHOOL,Georgia,41-Rural: Fringe,493,302,213,27,329,493,NA,130015000000,5-Title I schoolwide school,Yes participating without using any Provision or the CEO,8th Grade,6th Grade,Bacon County Middle School,Bacon County,13005,31510,Alma,21,494,0,291,106,75,1,0
1300150,BACON COUNTY PRIMARY SCHOOL,Georgia,33-Town: Remote,589,509,179,0,509,315,NA,130015000000,5-Title I schoolwide school,Yes under Community Eligibility Option (CEO),2nd Grade,Prekindergarten,Bacon County Primary School,Bacon County,13005,31510,Alma,30,561,0,317,127,86,1,0
1305550,BACON ELEMENTARY SCHOOL,Georgia,32-Town: Distant,751,662,396,0,662,580,NA,130555000000,5-Title I schoolwide school,Yes under Community Eligibility Option (CEO),5th Grade,Prekindergarten,Bacon Elementary School,Wayne County,13305,31545,Jesup,47,687,0,437,119,80,2,2
1303690,BACONTON COMMUNITY CHARTER SCHOOL,Georgia,42-Rural: Distant,785,765,182,0,765,528,195,130369000000,6-Not a Title I school,Yes under Community Eligibility Option (CEO),12th Grade,Prekindergarten,Baconton Community Charter School,Mitchell County,13205,31716,Baconton,11,859,1,625,154,55,12,1
1302550,BAGGETT ELEMENTARY SCHOOL,GEORGIA,21-Suburb: Large,1167,851,417,127,978,947,NA,130255000000,5-Title I schoolwide school,Yes participating without using any Provision or the CEO,5th Grade,Prekindergarten,Baggett Elementary School,Gwinnett County,13135,30044,Lawrenceville,34,1100,0,73,382,538,70,3
1303840,BAGLEY MIDDLE SCHOOL,Georgia,41-Rural: Fringe,558,286,142,76,362,558,NA,130384000000,5-Title I schoolwide school,Yes participating without using any Provision or the CEO,8th Grade,7th Grade,Bagley Middle School,Murray County,13213,30705,Chatsworth,3,577,0,433,0,139,1,1
1301710,BAINBRIDGE HIGH SCHOOL,Georgia,41-Rural: Fringe,1484,1284,642,0,1284,NA,1484,130171000000,5-Title I schoolwide school,Yes participating without using any Provision or the CEO,12th Grade,9th Grade,Bainbridge High School,Decatur County,13087,39819,Bainbridge,23,1411,1,567,660,149,9,2
1301710,BAINBRIDGE MIDDLE SCHOOL,Georgia,32-Town: Distant,708,705,353,0,705,708,NA,130171000000,5-Title I schoolwide school,Yes participating without using any Provision or the CEO,8th Grade,7th Grade,Bainbridge Middle School,Decatur County,13087,39819,Bainbridge,18,696,0,264,336,75,2,1
1300180,BAKER COUNTY K12 SCHOOL,Georgia,42-Rural: Distant,284,284,156,0,284,165,76,130018000000,5-Title I schoolwide school,Yes under Community Eligibility Option (CEO),12th Grade,Prekindergarten,Baker County K12 School,Baker County,13007,39870,Newton,15,281,0,66,168,32,0,0
1300180,BAKER COUNTY LEARNING CENTER,GEORGIA,42-Rural: Distant,2,NA,NA,NA,NA,NA,2,130018000000,5-Title I schoolwide school,Yes under Community Eligibility Option (CEO),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1301290,BAKER ELEMENTARY SCHOOL,Georgia,21-Suburb: Large,785,247,88,63,310,647,NA,130129000000,6-Not a Title I school,Yes participating without using any Provision or the CEO,5th Grade,Prekindergarten,Baker Elementary School,Cobb County,13067,30101,Acworth,63,834,1,276,283,145,63,3
1303870,BAKER MIDDLE SCHOOL,Georgia,12-City: Mid-size,503,475,399,0,475,503,NA,130387000000,5-Title I schoolwide school,Yes under Community Eligibility Option (CEO),8th Grade,6th Grade,Baker Middle School,Muscogee County,13215,31903,Columbus,13,564,1,12,466,71,1,0
1301410,BAKER PLACE ELEMENTARY,Georgia,41-Rural: Fringe,905,146,48,72,218,716,NA,130141000000,6-Not a Title I school,Yes participating without using any Provision or the CEO,5th Grade,Prekindergarten,Baker Place Elementary,Columbia County,13073,30813,Grovetown,100,984,3,460,255,146,19,1
1300210,BALDWIN CHILD & FAMILY DEVELOPMENT CENTER,Georgia,NA,NA,NA,NA,NA,NA,NA,NA,130021000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1302550,BALDWIN ELEMENTARY,GEORGIA,21-Suburb: Large,1096,946,463,60,1006,915,NA,130255000000,5-Title I schoolwide school,Yes participating without using any Provision or the CEO,5th Grade,Prekindergarten,Baldwin Elementary,Gwinnett County,13135,30071,Norcross,19,1059,2,29,125,826,56,2
1302580,BALDWIN ELEMENTARY SCHOOL,Georgia,32-Town: Distant,385,289,112,42,331,305,NA,130258000000,5-Title I schoolwide school,Yes participating without using any Provision or the CEO,5th Grade,Prekindergarten,Baldwin Elementary School,Banks County,13011,30511,Baldwin,12,379,0,91,15,247,14,0
1300210,BALDWIN HIGH SCHOOL,Georgia,32-Town: Distant,1180,675,432,92,767,NA,1180,130021000000,5-Title I schoolwide school,Yes participating without using any Provision or the CEO,12th Grade,9th Grade,Baldwin High School,Baldwin County,13009,31061,Milledgeville,33,1204,0,263,869,25,14,0
1301110,BALL GROUND ELEMENTARY SCHOOL,Georgia,41-Rural: Fringe,531,137,66,26,163,421,NA,130111000000,6-Not a Title I school,Yes participating without using any Provision or the CEO,5th Grade,Prekindergarten,Ball Ground Elementary School,Cherokee County,13057,30107,Ball Ground,15,551,0,499,4,31,2,0
1300420,BALLARD HUDSON MIDDLE SCHOOL,Georgia,12-City: Mid-size,725,719,508,0,719,725,NA,130042000000,5-Title I schoolwide school,Yes under Community Eligibility Option (CEO),8th Grade,6th Grade,Ballard Hudson Middle School,Bibb County,13021,31204,Macon,10,701,0,16,660,14,0,1
1300240,BANKS COUNTY ELEMENTARY SCHOOL,Georgia,42-Rural: Distant,632,399,254,46,445,632,NA,130024000000,5-Title I schoolwide school,Yes participating without using any Provision or the CEO,5th Grade,3rd Grade,Banks County Elementary School,Banks County,13011,30547,Homer,33,606,0,496,11,62,4,0
1300240,BANKS COUNTY HIGH SCHOOL,Georgia,41-Rural: Fringe,885,400,234,70,470,NA,885,130024000000,6-Not a Title I school,Yes participating without using any Provision or the CEO,12th Grade,9th Grade,Banks County High School,Banks County,13011,30547,Homer,14,843,0,732,16,73,7,1
1300240,BANKS COUNTY MIDDLE SCHOOL,Georgia,42-Rural: Distant,668,367,237,41,408,668,NA,130024000000,5-Title I schoolwide school,Yes participating without using any Provision or the CEO,8th Grade,6th Grade,Banks County Middle School,Banks County,13011,30547,Homer,19,695,0,595,8,68,5,0
1300240,BANKS COUNTY PRIMARY SCHOOL,Georgia,42-Rural: Distant,607,319,217,39,358,392,NA,130024000000,5-Title I schoolwide school,Yes participating without using any Provision or the CEO,2nd Grade,Prekindergarten,Banks County Primary School,Banks County,13011,30547,Homer,16,606,0,535,13,41,1,0
1302280,BANNEKER HIGH SCHOOL,Georgia,21-Suburb: Large,1570,1570,753,0,1570,NA,1570,130228000000,5-Title I schoolwide school,Yes under Community Eligibility Option (CEO),12th Grade,9th Grade,Banneker High School,Fulton County,13121,30349,College Park,13,1572,0,9,1494,55,1,0
1300120,BARACK AND MICHELLE OBAMA ACADEMY,Georgia,11-City: Large,259,259,110,0,259,196,NA,130012000000,5-Title I schoolwide school,Yes under Community Eligibility Option (CEO),5th Grade,Prekindergarten,Barack and Michelle Obama Academy,Fulton County,13121,30315,Atlanta,2,290,0,5,278,4,1,0
1301740,BARACK H. OBAMA ELEMENTARY MAGNET SCHOOL OF TECHNOLOGY,GEORGIA,21-Suburb: Large,949,949,513,0,949,714,NA,130174000000,5-Title I schoolwide school,Yes under Community Eligibility Option (CEO),5th Grade,Prekindergarten,Barack H. Obama Elementary Magnet School of Technology,DeKalb County,13089,30316,Atlanta,14,1005,0,3,940,43,1,4
1301290,BARBER MIDDLE SCHOOL,Georgia,21-Suburb: Large,912,378,134,95,473,912,NA,130129000000,5-Title I schoolwide school,Yes participating without using any Provision or the CEO,8th Grade,6th Grade,Barber Middle School,Cobb County,13067,30101,Acworth,42,911,0,292,354,193,29,1
1300420,BARDEN ELEMENTARY SCHOOL,Georgia,NA,NA,NA,NA,NA,NA,NA,NA,130042000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1304410,BARKSDALE ELEMENTARY SCHOOL,Georgia,21-Suburb: Large,584,306,88,48,354,465,NA,130441000000,5-Title I schoolwide school,Yes participating without using any Provision or the CEO,5th Grade,Prekindergarten,Barksdale Elementary School,Rockdale County,13247,30094,Conyers,29,553,0,169,296,49,9,1
1301170,BARNETT SHOALS ELEMENTARY SCHOOL,Georgia,12-City: Mid-size,562,517,233,0,517,413,NA,130117000000,5-Title I schoolwide school,Yes under Community Eligibility Option (CEO),5th Grade,Prekindergarten,Barnett Shoals Elementary School,Clarke County,13059,30605,Athens,34,560,0,167,295,56,8,0
1302280,BARNWELL ELEMENTARY SCHOOL,Georgia,21-Suburb: Large,763,52,18,16,68,614,NA,130228000000,6-Not a Title I school,Yes participating without using any Provision or the CEO,5th Grade,Prekindergarten,Barnwell Elementary School,Fulton County,13121,30022,Alpharetta,47,743,2,400,81,86,126,1
1301170,BARROW ELEMENTARY SCHOOL,Georgia,12-City: Mid-size,576,530,179,0,530,437,NA,130117000000,5-Title I schoolwide school,Yes under Community Eligibility Option (CEO),5th Grade,Prekindergarten,Barrow Elementary School,Clarke County,13059,30605,Athens,22,576,0,258,218,33,45,0
1304380,BARTON CHAPEL ELEMENTARY SCHOOL,Georgia,12-City: Mid-size,500,481,392,0,481,371,NA,130438000000,5-Title I schoolwide school,Yes under Community Eligibility Option (CEO),5th Grade,Prekindergarten,Barton Chapel Elementary School,Richmond County,13245,30906,Augusta,9,486,0,15,433,29,0,0
1300330,BARTOW COUNTY TRANSITION PROGRAM,Georgia,NA,NA,NA,NA,NA,NA,NA,NA,130033000000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1301110,BASCOMB ELEMENTARY SCHOOL,Georgia,21-Suburb: Large,959,72,45,9,81,815,NA,130111000000,6-Not a Title I school,Yes participating without using any Provision or the CEO,5th Grade,Prekindergarten,Bascomb Elementary School,Cherokee County,13057,30189,Woodstock,43,917,0,768,39,50,15,2
1300930,BATTLEFIELD ELEMENTARY SCHOOL,Georgia,21-Suburb: Large,495,218,121,49,267,495,NA,130093000000,5-Title I schoolwide school,Yes participating without using any Provision or the CEO,5th Grade,3rd Grade,Battlefield Elementary School,Catoosa County,13047,30742,Fort Oglethorpe,22,487,1,402,22,21,18,1
1300930,BATTLEFIELD PRIMARY,Georgia,21-Suburb: Large,530,230,108,45,275,310,NA,130093000000,5-Title I schoolwide school,Yes participating without using any Provision or the CEO,2nd Grade,Prekindergarten,Battlefield Primary,Catoosa County,13047,30742,Ft Oglethorpe,25,532,3,436,13,24,31,0
1305390,BAY CREEK ELEMENTARY SCHOOL,Georgia,21-Suburb: Large,639,346,163,48,394,494,NA,130539000000,5-Title I schoolwide school,Yes participating without using any Provision or the CEO,5th Grade,Prekindergarten,Bay Creek Elementary School,Walton County,13297,30052,Loganville,29,698,1,270,233,135,29,1
1302550,BAY CREEK MIDDLE SCHOOL,Georgia,21-Suburb: Large,1138,397,192,103,500,1138,NA,130255000000,6-Not a Title I school,Yes participating without using any Provision or the CEO,8th Grade,6th Grade,Bay Creek Middle School,Gwinnett County,13135,30017,Grayson,56,1157,2,223,639,171,60,6
1300840,BAY SPRINGS MIDDLE SCHOOL,Georgia,21-Suburb: Large,778,366,170,83,449,778,NA,130084000000,5-Title I schoolwide school,Yes participating without using any Provision or the CEO,8th Grade,6th Grade,Bay Springs Middle School,Carroll County,13045,30180,Villa Rica,62,861,0,513,184,92,8,2
1304380,BAYVALE ELEMENTARY SCHOOL,Georgia,12-City: Mid-size,494,476,341,0,476,397,NA,130438000000,5-Title I schoolwide school,Yes under Community Eligibility Option (CEO),5th Grade,Prekindergarten,Bayvale Elementary School,Richmond County,13245,30909,Augusta,7,409,0,30,261,110,1,0
1300120,BAZOLINE E. USHER/COLLIER HEIGHTS ELMENTARY SCHOOL,Georgia,11-City: Large,440,440,198,0,440,360,NA,130012000000,5-Title I schoolwide school,Yes under Community Eligibility Option (CEO),5th Grade,Prekindergarten,Bazoline E. Usher/Collier Heights Elmentary School,Fulton County,13121,30318,Atlanta,3,417,0,0,397,15,2,0
1301020,BEACH HIGH SCHOOL,Georgia,12-City: Mid-size,993,593,430,49,642,NA,993,130102000000,5-Title I schoolwide school,Yes participating without using any Provision or the CEO,12th Grade,9th Grade,Beach High School,Chatham County,13051,31405,Savannah,29,1004,0,49,864,56,5,1
1300290,BEAR CREEK MIDDLE SCHOOL,Georgia,31-Town: Fringe,757,363,194,53,416,757,NA,130029000000,5-Title I schoolwide school,Yes participating without using any Provision or the CEO,8th Grade,6th Grade,Bear Creek Middle School,Barrow County,13013,30666,Statham,27,751,0,441,104,147,30,2
1302280,BEAR CREEK MIDDLE SCHOOL,Georgia,21-Suburb: Large,1195,807,437,98,905,1195,NA,130228000000,5-Title I schoolwide school,Yes participating without using any Provision or the CEO,8th Grade,6th Grade,Bear Creek Middle School,Fulton County,13121,30213,Fairburn,21,1224,0,20,1066,113,2,2
1302550,BEAVER RIDGE ELEMENTARY SCHOOL,Georgia,21-Suburb: Large,1201,932,460,104,1036,1014,NA,130255000000,5-Title I schoolwide school,Yes participating without using any Provision or the CEO,5th Grade,Prekindergarten,Beaver Ridge Elementary School,Gwinnett County,13135,30071,Norcross,23,1128,2,35,289,659,117,3
1302520,BEAVERBROOK ELEMENTARY SCHOOL,Georgia,41-Rural: Fringe,356,289,124,34,323,283,NA,130252000000,5-Title I schoolwide school,Yes under Provision 2,5th Grade,Prekindergarten,Beaverbrook Elementary School,Spalding County,13255,30223,Griffin,27,363,1,206,56,71,0,2
1305700,BEAVERDALE ELEMENTARY SCHOOL,Georgia,41-Rural: Fringe,378,212,57,38,250,285,NA,130570000000,5-Title I schoolwide school,Yes participating without using any Provision or the CEO,5th Grade,Prekindergarten,Beaverdale Elementary School,Whitfield County,13313,30721,Dalton,15,377,0,311,1,49,0,1
1300120,BEECHER HILLS ELEMENTARY SCHOOL,Georgia,11-City: Large,346,346,122,0,346,273,NA,130012000000,5-Title I schoolwide school,Yes under Community Eligibility Option (CEO),5th Grade,Prekindergarten,Beecher Hills Elementary School,Fulton County,13121,30311,Atlanta,3,290,0,0,283,4,0,0
1304380,BELAIR K-8 SCHOOL,GEORGIA,NA,NA,NA,NA,NA,NA,NA,NA,130438000000,NA,NA,8th Grade,Prekindergarten,Belair K-8 School,Richmond County,13245,30909,Augusta,43,925,3,120,675,72,10,2
1301290,BELLS FERRY ELEMENTARY SCHOOL,Georgia,21-Suburb: Large,697,222,70,48,270,560,NA,130129000000,6-Not a Title I school,Yes participating without using any Provision or the CEO,5th Grade,Prekindergarten,Bells Ferry Elementary School,Cobb County,13067,30066,Marietta,22,773,0,229,236,165,113,8
