,SCHOOL_YEAR,FIPST,STATENAME,ST,SCH_NAME,LEA_NAME,STATE_AGENCY_NO,UNION,ST_LEAID,LEAID,ST_SCHID,NCESSCH,SCHID,MSTREET1,MSTREET2,MSTREET3,MCITY,MSTATE,MZIP,MZIP4,LSTREET1,LSTREET2,LSTREET3,LCITY,LSTATE,LZIP,LZIP4,PHONE,WEBSITE,SY_STATUS,SY_STATUS_TEXT,UPDATED_STATUS,UPDATED_STATUS_TEXT,EFFECTIVE_DATE,SCH_TYPE_TEXT,SCH_TYPE,RECON_STATUS,OUT_OF_STATE_FLAG,CHARTER_TEXT,CHARTAUTH1,CHARTAUTHN1,CHARTAUTH2,CHARTAUTHN2,NOGRADES,G_PK_OFFERED,G_KG_OFFERED,G_1_OFFERED,G_2_OFFERED,G_3_OFFERED,G_4_OFFERED,G_5_OFFERED,G_6_OFFERED,G_7_OFFERED,G_8_OFFERED,G_9_OFFERED,G_10_OFFERED,G_11_OFFERED,G_12_OFFERED,G_13_OFFERED,G_UG_OFFERED,G_AE_OFFERED,GSLO,GSHI,LEVEL,IGOFFERED
24142,2017-2018,13,GEORGIA,GA,Pearson Elementary School,Atkinson County,1,,GA-602,1300090,GA-602-0190,130009000000.0,1300013,563 King St N,,,Pearson,GA,31642,,563 King St N,,,Pearson,GA,31642,,(912)422-3882,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
24143,2017-2018,13,GEORGIA,GA,Atkinson County High School,Atkinson County,1,,GA-602,1300090,GA-602-0103,130009000000.0,1300015,145 Rebel Ln,,,Pearson,GA,31642,,145 Rebel Ln,,,Pearson,GA,31642,,(912)422-3267,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,9,12,High,As reported
24144,2017-2018,13,GEORGIA,GA,Willacoochee Elementary School,Atkinson County,1,,GA-602,1300090,GA-602-0187,130009000000.0,1301965,430 South Vickers Street,,,Willachochee,GA,31650,,430 Vickers St S,,,Willacoochee,GA,31650,,(912)534-5302,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
24145,2017-2018,13,GEORGIA,GA,Atkinson County Middle School,Atkinson County,1,,GA-602,1300090,GA-602-0111,130009000000.0,1303996,145 Rebel Ln,,,Pearson,GA,31642,,145 Rebel Ln,,,Pearson,GA,31642,,(912)422-3267,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,6,8,Middle,As reported
24146,2017-2018,13,GEORGIA,GA,Long Middle School,Atlanta Public Schools,1,,GA-761,1300120,GA-761-0173,130012000000.0,1300017,3200 Latona Dr SW,,,Atlanta,GA,30354,,3200 Latona Dr SW,,,Atlanta,GA,30354,,(404)802-4800,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,6,8,Middle,As reported
24147,2017-2018,13,GEORGIA,GA,Boyd Elementary School,Atlanta Public Schools,1,,GA-761,1300120,GA-761-1053,130012000000.0,1300022,1891 Johnson Rd NW,,,Atlanta,GA,30318,,1891 Johnson Rd NW,,,Atlanta,GA,30318,,(404)802-8150,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
24148,2017-2018,13,GEORGIA,GA,King Middle School,Atlanta Public Schools,1,,GA-761,1300120,GA-761-0373,130012000000.0,1300025,545 Hill St SE,,,Atlanta,GA,30312,,545 Hill St SE,,,Atlanta,GA,30312,,(404)802-5400,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,6,8,Middle,As reported
24149,2017-2018,13,GEORGIA,GA,Inman Middle School,Atlanta Public Schools,1,,GA-761,1300120,GA-761-1563,130012000000.0,1300027,774 Virginia Ave NE,,,Atlanta,GA,30306,,774 Virginia Ave NE,,,Atlanta,GA,30306,,(404)802-3200,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,6,8,Middle,As reported
24150,2017-2018,13,GEORGIA,GA,Garden Hills Elementary School,Atlanta Public Schools,1,,GA-761,1300120,GA-761-1560,130012000000.0,1300029,285 Sheridan Dr NE,,,Atlanta,GA,30305,,285 Sheridan Dr NE,,,Atlanta,GA,30305,,(404)802-7800,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
24151,2017-2018,13,GEORGIA,GA,Towns Elementary School,Atlanta Public Schools,1,,GA-761,1300120,GA-761-1068,130012000000.0,1300034,760 Bolton Rd NW,,,Atlanta,GA,30331,,760 Bolton Rd NW,,,Atlanta,GA,30331,,(404)699-4560,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
24152,2017-2018,13,GEORGIA,GA,Rivers Elementary School,Atlanta Public Schools,1,,GA-761,1300120,GA-761-1066,130012000000.0,1300036,8 Peachtree Battle Ave NW,,,Atlanta,GA,30305,,8 Peachtree Battle Ave NW,,,Atlanta,GA,30305,,(404)802-7050,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
24153,2017-2018,13,GEORGIA,GA,Kimberly Elementary School,Atlanta Public Schools,1,,GA-761,1300120,GA-761-1064,130012000000.0,1300038,3090 McMurray Dr SW,,,Atlanta,GA,30311,,3090 McMurray Dr SW,,,Atlanta,GA,30311,,(404)802-7600,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
24154,2017-2018,13,GEORGIA,GA,Hutchinson Elementary School,Atlanta Public Schools,1,,GA-761,1300120,GA-761-1063,130012000000.0,1300039,650 Cleveland Ave SW,,,Atlanta,GA,30315,,650 Cleveland Ave SW,,,Atlanta,GA,30315,,(404)802-7650,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
24155,2017-2018,13,GEORGIA,GA,Humphries Elementary School,Atlanta Public Schools,1,,GA-761,1300120,GA-761-5562,130012000000.0,1300043,3029 Humphries Dr SE,,,Atlanta,GA,30354,,3029 Humphries Dr SE,,,Atlanta,GA,30354,,(404)802-8750,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
24156,2017-2018,13,GEORGIA,GA,F. L. Stanton Elementary School,Atlanta Public Schools,1,,GA-761,1300120,GA-761-5566,130012000000.0,1300045,1625 Martin Luther King Jr Dr,,,Atlanta,GA,30314,,1625 Martin Luther King Jr Dr,,,Atlanta,GA,30314,,(404)802-7500,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
24157,2017-2018,13,GEORGIA,GA,Toomer Elementary School,Atlanta Public Schools,1,,GA-761,1300120,GA-761-5567,130012000000.0,1300052,65 Rogers St NE,,,Atlanta,GA,30317,,65 Rogers St NE,,,Atlanta,GA,30317,,(404)802-3450,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
24158,2017-2018,13,GEORGIA,GA,Dunbar Elementary School,Atlanta Public Schools,1,,GA-761,1300120,GA-761-5558,130012000000.0,1300054,500 Whitehall Ter SW,,,Atlanta,GA,30312,,500 Whitehall Ter SW,,,Atlanta,GA,30312,,(404)802-7950,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,5,Elementary,As reported
24159,2017-2018,13,GEORGIA,GA,Sylvan Hills Middle School,Atlanta Public Schools,1,,GA-761,1300120,GA-761-0188,130012000000.0,1300058,1461 Sylvan Rd SW,,,Atlanta,GA,30310,,1461 Sylvan Rd SW,,,Atlanta,GA,30310,,(404)802-6200,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,6,8,Middle,As reported
24160,2017-2018,13,GEORGIA,GA,Slater Elementary School,Atlanta Public Schools,1,,GA-761,1300120,GA-761-4066,130012000000.0,1300059,1320 Pryor Rd SW,,,Atlanta,GA,30315,,1320 Pryor Rd SW,,,Atlanta,GA,30315,,(404)802-4050,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
24161,2017-2018,13,GEORGIA,GA,Price Middle School,Atlanta Public Schools,1,,GA-761,1300120,GA-761-0288,130012000000.0,1300060,1670 Benjamin Weldon Bickers,Dr SE,,Atlanta,GA,30315,,1670 Benjamin Weldon Bickers,Dr SE,,Atlanta,GA,30315,,(404)802-6300,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,6,8,Middle,As reported
24162,2017-2018,13,GEORGIA,GA,Miles Intermediate School,Atlanta Public Schools,1,,GA-761,1300120,GA-761-0513,130012000000.0,1300063,4215 Bakers Ferry Rd SW,,,Atlanta,GA,30331,,4215 Bakers Ferry Rd SW,,,Atlanta,GA,30331,,(404)802-8900,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
24163,2017-2018,13,GEORGIA,GA,Grady High School,Atlanta Public Schools,1,,GA-761,1300120,GA-761-4560,130012000000.0,1300066,929 Charles Allen Dr NE,,,Atlanta,GA,30309,,929 Charles Allen Dr NE,,,Atlanta,GA,30309,,(404)802-3001,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,9,12,High,As reported
24164,2017-2018,13,GEORGIA,GA,Thomasville Heights Elementary School,Atlanta Public Schools,1,,GA-761,1300120,GA-761-5067,130012000000.0,1300069,1820 Henry Thomas Dr SE,,,Atlanta,GA,30315,,1820 Henry Thomas Dr SE,,,Atlanta,GA,30315,,(404)802-5750,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
24165,2017-2018,13,GEORGIA,GA,Benteen Elementary School,Atlanta Public Schools,1,,GA-761,1300120,GA-761-5051,130012000000.0,1300073,200 Cassanova St SE,,,Atlanta,GA,30315,,200 Cassanova St SE,,,Atlanta,GA,30315,,(404)802-7300,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
24166,2017-2018,13,GEORGIA,GA,Barack and Michelle Obama Academy,Atlanta Public Schools,1,,GA-761,1300120,GA-761-5066,130012000000.0,1300077,970 Martin St SE,,,Atlanta,GA,30315,,970 Martin St SE,,,Atlanta,GA,30315,,(404)802-4200,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
24167,2017-2018,13,GEORGIA,GA,M. A. Jones Elementary School,Atlanta Public Schools,1,,GA-761,1300120,GA-761-4063,130012000000.0,1300085,1040 Fair St SW,,,Atlanta,GA,30314,,1040 Fair St SW,,,Atlanta,GA,30314,,(404)802-3900,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
24168,2017-2018,13,GEORGIA,GA,Douglass High School,Atlanta Public Schools,1,,GA-761,1300120,GA-761-4058,130012000000.0,1300089,225 Hamilton E Holmes Dr NW,,,Atlanta,GA,30318,,225 Hamilton E Holmes Dr NW,,,Atlanta,GA,30318,,(404)802-3100,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,9,12,High,As reported
24169,2017-2018,13,GEORGIA,GA,Cleveland Elementary School,Atlanta Public Schools,1,,GA-761,1300120,GA-761-4056,130012000000.0,1300091,2672 Old Hapeville Rd SW,,,Atlanta,GA,30315,,2672 Old Hapeville Rd SW,,,Atlanta,GA,30315,,(404)802-8400,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
24170,2017-2018,13,GEORGIA,GA,Cascade Elementary School,Atlanta Public Schools,1,,GA-761,1300120,GA-761-0196,130012000000.0,1300092,2326 Venetian Dr SW,,,Atlanta,GA,30311,,2326 Venetian Dr SW,,,Atlanta,GA,30311,,(404)802-8100,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
24171,2017-2018,13,GEORGIA,GA,Whitefoord Elementary School,Atlanta Public Schools,1,,GA-761,1300120,GA-761-3569,130012000000.0,1300097,35 Whitefoord Ave SE,,,Atlanta,GA,30317,,35 Whitefoord Ave SE,,,Atlanta,GA,30317,,(404)802-6900,,2,Closed,2,Closed,3/14/2018,Regular School,1,No,No,No,,,,,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,Not reported,M,M,Not Reported,As reported
24172,2017-2018,13,GEORGIA,GA,Scott Elementary School,Atlanta Public Schools,1,,GA-761,1300120,GA-761-3566,130012000000.0,1300099,1752 Hollywood Rd NW,,,Atlanta,GA,30318,,1752 Hollywood Rd NW,,,Atlanta,GA,30318,,(404)802-7000,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
24173,2017-2018,13,GEORGIA,GA,Fickett Elementary School,Atlanta Public Schools,1,,GA-761,1300120,GA-761-3559,130012000000.0,1300103,3935 Rux Rd SW,,,Atlanta,GA,30331,,3935 Rux Rd SW,,,Atlanta,GA,30331,,(404)802-7850,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
24174,2017-2018,13,GEORGIA,GA,Peyton Forest Elementary School,Atlanta Public Schools,1,,GA-761,1300120,GA-761-3065,130012000000.0,1300106,301 Peyton Rd SW,,,Atlanta,GA,30311,,301 Peyton Rd SW,,,Atlanta,GA,30311,,(404)802-7100,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
24175,2017-2018,13,GEORGIA,GA,Sutton Middle School,Atlanta Public Schools,1,,GA-761,1300120,GA-761-3067,130012000000.0,1300107,2875 Northside Dr NW,,,Atlanta,GA,30305,,2875 Northside Dr NW,,,Atlanta,GA,30305,,(404)802-5600,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,6,8,Middle,As reported
24176,2017-2018,13,GEORGIA,GA,Fain Elementary School,Atlanta Public Schools,1,,GA-761,1300120,GA-761-3059,130012000000.0,1300110,101 Hemphill School Rd NW,,,Atlanta,GA,30331,,101 Hemphill School Rd NW,,,Atlanta,GA,30331,,(404)802-8600,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
24177,2017-2018,13,GEORGIA,GA,Continental Colony Elementary School,Atlanta Public Schools,1,,GA-761,1300120,GA-761-3057,130012000000.0,1300113,3181 Hogan Rd SW,,,Atlanta,GA,30331,,3181 Hogan Rd SW,,,Atlanta,GA,30331,,(404)802-8000,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
24178,2017-2018,13,GEORGIA,GA,Beecher Hills Elementary School,Atlanta Public Schools,1,,GA-761,1300120,GA-761-3051,130012000000.0,1300118,2257 Bolling Brook Dr SW,,,Atlanta,GA,30311,,2257 Bolling Brook Dr SW,,,Atlanta,GA,30311,,(404)802-8300,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
24179,2017-2018,13,GEORGIA,GA,Crim High School,Atlanta Public Schools,1,,GA-761,1300120,GA-761-2664,130012000000.0,1300120,256 Clifton St SE,,,Atlanta,GA,30317,,256 Clifton St SE,,,Atlanta,GA,30317,,(404)802-5800,,1,Open,1,Open,3/14/2018,Alternative School,4,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,9,12,High,As reported
24180,2017-2018,13,GEORGIA,GA,West Manor Elementary School,Atlanta Public Schools,1,,GA-761,1300120,GA-761-2569,130012000000.0,1300121,570 Lynhurst Dr SW,,,Atlanta,GA,30311,,570 Lynhurst Dr SW,,,Atlanta,GA,30311,,(404)802-3350,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,5,Elementary,As reported
24181,2017-2018,13,GEORGIA,GA,Perkerson Elementary School,Atlanta Public Schools,1,,GA-761,1300120,GA-761-0296,130012000000.0,1300122,2040 Brewer Blvd SW,,,Atlanta,GA,30310,,2040 Brewer Blvd SW,,,Atlanta,GA,30310,,(404)802-3950,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
24182,2017-2018,13,GEORGIA,GA,Smith Elementary School,Atlanta Public Schools,1,,GA-761,1300120,GA-761-1567,130012000000.0,1300124,370 Old Ivy Rd NE,,,Atlanta,GA,30342,,370 Old Ivy Rd NE,,,Atlanta,GA,30342,,(404)802-3880,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,5,Elementary,As reported
24183,2017-2018,13,GEORGIA,GA,Brandon Elementary School,Atlanta Public Schools,1,,GA-761,1300120,GA-761-2053,130012000000.0,1300127,2741 Howell Mill Rd NW,,,Atlanta,GA,30327,,2741 Howell Mill Rd NW,,,Atlanta,GA,30327,,(404)802-7250,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,5,Elementary,As reported
24184,2017-2018,13,GEORGIA,GA,Morningside Elementary School,Atlanta Public Schools,1,,GA-761,1300120,GA-761-1664,130012000000.0,1300130,1053 E Rock Springs Rd NE,,,Atlanta,GA,30306,,1053 E Rock Springs Rd NE,,,Atlanta,GA,30306,,(404)802-8950,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,5,Elementary,As reported
24185,2017-2018,13,GEORGIA,GA,Lin Elementary School,Atlanta Public Schools,1,,GA-761,1300120,GA-761-2564,130012000000.0,1300136,586 Candler Park Dr NE,,,Atlanta,GA,30307,,586 Candler Park Dr NE,,,Atlanta,GA,30307,,(404)802-8850,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,KG,5,Elementary,As reported
24186,2017-2018,13,GEORGIA,GA,Jackson Elementary School,Atlanta Public Schools,1,,GA-761,1300120,GA-761-2563,130012000000.0,1300137,1325 Mount Paran Rd NW,,,Atlanta,GA,30327,,1325 Mount Paran Rd NW,,,Atlanta,GA,30327,,(404)802-8800,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
24187,2017-2018,13,GEORGIA,GA,Gideons Elementary School,Atlanta Public Schools,1,,GA-761,1300120,GA-761-2560,130012000000.0,1300139,897 Welch St SW,,,Atlanta,GA,30310,,897 Welch St SW,,,Atlanta,GA,30310,,(404)802-7700,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
24188,2017-2018,13,GEORGIA,GA,The John Hope-Charles Walter Hill Elementary Schools,Atlanta Public Schools,1,,GA-761,1300120,GA-761-2062,130012000000.0,1300143,112 Boulevard NE,,,Atlanta,GA,30312,,112 Boulevard NE,,,Atlanta,GA,30312,,(404)802-7450,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
24189,2017-2018,13,GEORGIA,GA,Bunche Middle School,Atlanta Public Schools,1,,GA-761,1300120,GA-761-0180,130012000000.0,1300150,1925 Niskey Lake Rd SW,,,Atlanta,GA,30331,,1925 Niskey Lake Rd SW,,,Atlanta,GA,30331,,(404)802-6700,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,6,8,Middle,As reported
24190,2017-2018,13,GEORGIA,GA,Mays High School,Atlanta Public Schools,1,,GA-761,1300120,GA-761-0182,130012000000.0,1301865,3450 Benjamin E Mays Dr SW,,,Atlanta,GA,30331,,3450 Benjamin E Mays Dr SW,,,Atlanta,GA,30331,,(404)802-5100,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,9,12,High,As reported
24191,2017-2018,13,GEORGIA,GA,Young Middle School,Atlanta Public Schools,1,,GA-761,1300120,GA-761-0282,130012000000.0,1301866,3116 Benjamin E Mays Dr SW,,,Atlanta,GA,30311,,3116 Benjamin E Mays Dr SW,,,Atlanta,GA,30311,,(404)802-5900,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,6,8,Middle,As reported
24192,2017-2018,13,GEORGIA,GA,Maynard H. Jackson- Jr. High School,Atlanta Public Schools,1,,GA-761,1300120,GA-761-0186,130012000000.0,1301939,801 Glenwood Ave SE,,,Atlanta,GA,30316,,801 Glenwood Ave SE,,,Atlanta,GA,30316,,(404)802-5200,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,9,12,High,As reported
24193,2017-2018,13,GEORGIA,GA,North Atlanta High School,Atlanta Public Schools,1,,GA-761,1300120,GA-761-0192,130012000000.0,1302212,4111 Northside Pkwy NW,,,Atlanta,GA,30327,,4111 Northside Pkwy NW,,,Atlanta,GA,30327,,(404)802-4700,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,9,12,High,As reported
24194,2017-2018,13,GEORGIA,GA,Centennial Academy,Atlanta Public Schools,1,,GA-761,1300120,GA-761-0199,130012000000.0,1302290,531 Luckie St NW,,,Atlanta,GA,30313,,531 Luckie St NW,,,Atlanta,GA,30313,,(404)802-8550,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,Yes,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,KG,8,Elementary,As reported
24195,2017-2018,13,GEORGIA,GA,Brown Middle School,Atlanta Public Schools,1,,GA-761,1300120,GA-761-0100,130012000000.0,1302344,765 Peeples St SW,,,Atlanta,GA,30310,,765 Peeples St SW,,,Atlanta,GA,30310,,(404)802-6800,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,6,8,Middle,As reported
24196,2017-2018,13,GEORGIA,GA,Charles R. Drew Charter School,Atlanta Public Schools,1,,GA-761,1300120,GA-761-0201,130012000000.0,1302453,301 E Lake Blvd SE,,,Atlanta,GA,30317,,301 E Lake Blvd SE,,,Atlanta,GA,30317,,(404)687-0001,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,Yes,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
24197,2017-2018,13,GEORGIA,GA,Parkside Elementary School,Atlanta Public Schools,1,,GA-761,1300120,GA-761-0101,130012000000.0,1302517,685 Mercer St SE,,,Atlanta,GA,30312,,685 Mercer St SE,,,Atlanta,GA,30312,,(404)802-4100,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
24198,2017-2018,13,GEORGIA,GA,Heritage Academy Elementary,Atlanta Public Schools,1,,GA-761,1300120,GA-761-0103,130012000000.0,1302613,3500 Villa Cir SE,,,Atlanta,GA,30354,,3500 Villa Cir SE,,,Atlanta,GA,30354,,(404)802-8650,,1,Open,1,Open,3/14/2018,Regular School,1,No,No,No,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,PK,5,Elementary,As reported
